city,neighborhood,neighborhood_is_generic,property_type,surface_m2,bedrooms,bathrooms,floor,price_dh,floor_known,surface_known,rooms_info_known,floor_appartement
Casablanca,oulfa,False,Appartement,74.0,2.0,1.0,1.0,430000.0,1,0,1,1.0
Casablanca,maârif_extension,False,Appartement,74.0,3.0,2.0,4.0,1520000.0,1,0,1,4.0
Casablanca,casablanca_finance_city,False,Appartement,74.0,1.0,1.0,1.0,11100000.0,1,0,1,1.0
Casablanca,aïn_chock,False,Appartement,99.0,3.0,1.0,1.0,1900000.0,1,1,1,1.0
Casablanca,maarif,False,Appartement,42.0,1.0,0.0,1.0,1950000.0,1,1,1,1.0
Casablanca,sidi_bernoussi,False,Appartement,118.0,3.0,2.0,3.0,3980000.0,1,1,1,3.0
Casablanca,palmier,False,Appartement,74.0,1.0,1.0,2.0,1250000.0,1,0,1,2.0
Casablanca,oulfa,False,Appartement,74.0,2.0,2.0,0.0,1290000.0,1,0,1,0.0
Casablanca,quartier_des_hôpitaux,False,Appartement,197.0,3.0,2.0,1.0,12400000.0,1,1,1,1.0
Casablanca,roches_noires,False,Appartement,79.0,2.0,1.0,4.0,4890000.0,1,1,1,4.0
Casablanca,oulfa,False,Appartement,60.0,2.0,1.0,2.0,2470000.0,1,1,1,2.0
Casablanca,palmier,False,Appartement,143.0,2.0,2.0,0.0,2120000.0,1,1,1,0.0
Casablanca,maarif,False,Appartement,79.0,2.0,1.0,0.0,1125000.0,1,1,1,0.0
Casablanca,roches_noires,False,Appartement,57.0,1.0,1.0,1.0,1740000.0,1,1,1,1.0
Casablanca,maârif_extension,False,Appartement,121.0,2.0,1.0,1.0,11300000.0,1,1,0,1.0
Casablanca,oulfa,False,Appartement,69.0,1.0,1.0,1.0,1700000.0,1,1,1,1.0
Casablanca,les_princesses,False,Appartement,170.0,3.0,1.0,0.0,2600000.0,1,1,0,0.0
Casablanca,maarif,False,Appartement,82.0,2.0,1.0,0.0,1140000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,56.0,2.0,1.0,4.0,4800000.0,1,1,1,4.0
Casablanca,casablanca_finance_city,False,Appartement,65.0,1.0,1.0,5.0,5800000.0,1,1,1,5.0
Casablanca,maarif,False,Appartement,74.0,3.0,2.0,1.0,1760000.0,1,0,1,1.0
Casablanca,ain_sebaa,False,Appartement,78.0,2.0,2.0,0.0,897000.0,1,1,1,0.0
Casablanca,hay_hassani,False,Appartement,85.0,2.0,2.0,3.0,3880000.0,1,1,1,3.0
Casablanca,palmier,False,Appartement,74.0,2.0,3.0,2.0,2600000.0,1,0,1,2.0
Casablanca,ain_sebaa,False,Appartement,77.0,2.0,2.0,2.0,2835000.0,1,1,1,2.0
Casablanca,hay_mohammadi,False,Appartement,93.0,4.0,2.0,3.0,3650000.0,1,1,1,3.0
Casablanca,lissasfa,False,Appartement,58.0,2.0,1.0,3.0,3250000.0,1,1,1,3.0
Casablanca,autre_secteur,True,Appartement,82.0,2.0,2.0,2.0,2500000.0,1,1,1,2.0
Casablanca,hay_rajaa,False,Appartement,43.0,1.0,1.0,1.0,1620000.0,1,1,0,1.0
Casablanca,errahma,False,Appartement,74.0,2.0,1.0,4.0,4390000.0,1,0,1,4.0
Casablanca,aïn_borja,False,Appartement,69.0,2.0,1.0,1.0,1680000.0,1,1,1,1.0
Casablanca,hay_hassani,False,Appartement,61.0,2.0,1.0,4.0,4450000.0,1,1,1,4.0
Casablanca,sidi_bernoussi,False,Appartement,60.0,3.0,1.0,1.0,1500000.0,1,1,1,1.0
Casablanca,autre_secteur,True,Appartement,74.0,3.0,2.0,1.0,1750000.0,1,0,1,1.0
Casablanca,ain_sebaa,False,Appartement,79.0,3.0,2.0,2.0,2948000.0,1,1,1,2.0
Casablanca,sidi_moumen,False,Appartement,96.0,2.0,2.0,1.0,1690000.0,1,1,1,1.0
Casablanca,les_princesses,False,Appartement,74.0,1.0,1.0,1.0,1300000.0,1,0,1,1.0
Casablanca,belvédère,False,Appartement,122.0,4.0,2.0,1.0,1860000.0,1,1,1,1.0
Casablanca,autre_secteur,True,Appartement,85.0,3.0,2.0,2.0,2860000.0,1,1,1,2.0
Casablanca,maarif,False,Appartement,63.0,2.0,2.0,1.0,1980000.0,1,1,1,1.0
Casablanca,les_princesses,False,Appartement,138.0,2.0,2.0,0.0,1600000.0,1,1,1,0.0
Casablanca,les_princesses,False,Appartement,74.0,2.0,2.0,1.0,1490000.0,1,0,1,1.0
Casablanca,ain_sebaa,False,Appartement,112.0,3.0,2.0,1.0,1945000.0,1,1,1,1.0
Casablanca,sidi_moumen,False,Appartement,74.0,2.0,1.0,3.0,3550000.0,1,0,1,3.0
Casablanca,ain_sebaa,False,Appartement,86.0,2.0,2.0,1.0,1896500.0,1,1,1,1.0
Casablanca,derb_omar,False,Appartement,73.0,1.0,1.0,1.0,1880000.0,1,1,1,1.0
Casablanca,derb_ghallef,False,Appartement,63.0,2.0,2.0,5.0,5850000.0,1,1,1,5.0
Casablanca,2_mars,False,Appartement,74.0,3.0,2.0,2.0,1560000.0,1,0,1,2.0
Casablanca,autre_secteur,True,Appartement,51.0,3.0,1.0,0.0,500000.0,1,1,1,0.0
Casablanca,sidi_moumen,False,Appartement,72.0,2.0,2.0,1.0,1700000.0,1,1,1,1.0
Casablanca,anfa,False,Appartement,293.0,3.0,2.0,1.0,13980000.0,1,1,1,1.0
Casablanca,hay_hassani,False,Appartement,86.0,3.0,1.0,2.0,2840000.0,1,1,1,2.0
Casablanca,sidi_maarouf,False,Appartement,74.0,3.0,2.0,2.0,2600000.0,1,0,1,2.0
Casablanca,aïn_chock,False,Appartement,54.0,2.0,1.0,3.0,3600000.0,1,1,1,3.0
Casablanca,sidi_belyout,False,Appartement,85.0,2.0,1.0,3.0,3900000.0,1,1,1,3.0
Casablanca,maarif,False,Appartement,74.0,1.0,1.0,1.0,1780000.0,1,0,1,1.0
Casablanca,aïn_chock,False,Appartement,91.0,3.0,1.0,0.0,800000.0,1,1,1,0.0
Casablanca,autre_secteur,True,Appartement,67.0,2.0,1.0,3.0,3480000.0,1,1,1,3.0
Casablanca,sidi_bernoussi,False,Appartement,71.0,2.0,1.0,4.0,4547681.0,1,1,1,4.0
Casablanca,route_d_el_jadida,False,Appartement,54.0,2.0,1.0,3.0,3340000.0,1,1,1,3.0
Casablanca,casablanca_finance_city,False,Appartement,284.0,3.0,3.0,1.0,15600000.0,1,1,1,1.0
Casablanca,derb_omar,False,Appartement,104.0,3.0,1.0,2.0,2900000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,54.0,2.0,1.0,3.0,3500000.0,1,1,1,3.0
Casablanca,maârif_extension,False,Appartement,123.0,3.0,2.0,1.0,11220000.0,1,1,1,1.0
Casablanca,almaz,False,Appartement,74.0,4.0,3.0,3.0,1700000.0,1,0,1,3.0
Casablanca,sidi_maarouf,False,Appartement,74.0,2.0,0.0,0.0,950000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,54.0,2.0,1.0,1.0,1390000.0,1,1,1,1.0
Casablanca,palmier,False,Appartement,74.0,1.0,1.0,1.0,1250000.0,1,0,1,1.0
Casablanca,palmier,False,Appartement,74.0,1.0,1.0,0.0,1200000.0,1,0,1,0.0
Casablanca,ain_sebaa,False,Appartement,85.0,2.0,2.0,1.0,1815000.0,1,1,1,1.0
Casablanca,ain_sebaa,False,Appartement,98.0,2.0,2.0,0.0,830000.0,1,1,1,0.0
Casablanca,hay_moulay_rachid,False,Appartement,74.0,2.0,0.0,3.0,3440000.0,1,1,1,3.0
Casablanca,ain_sebaa,False,Appartement,59.0,2.0,2.0,3.0,3708000.0,1,1,1,3.0
Casablanca,2_mars,False,Appartement,74.0,3.0,2.0,5.0,1700000.0,1,0,1,5.0
Casablanca,belvédère,False,Appartement,42.0,1.0,1.0,3.0,3680000.0,1,1,1,3.0
Casablanca,sidi_belyout,False,Appartement,175.0,3.0,2.0,0.0,2000000.0,1,1,1,0.0
Casablanca,sidi_bernoussi,False,Appartement,103.0,2.0,1.0,2.0,2850000.0,1,1,1,2.0
Casablanca,al_qods,False,Appartement,62.0,1.0,1.0,4.0,4645000.0,1,1,1,4.0
Casablanca,errahma,False,Appartement,70.0,3.0,2.0,2.0,2520000.0,1,1,1,2.0
Casablanca,ain_sebaa,False,Appartement,70.0,2.0,0.0,0.0,800000.0,1,1,1,0.0
Casablanca,autre_secteur,True,Appartement,68.0,2.0,1.0,0.0,990000.0,1,1,1,0.0
Casablanca,sidi_moumen,False,Appartement,64.0,2.0,1.0,1.0,1380000.0,1,1,1,1.0
Casablanca,mers_sultan,False,Appartement,197.0,3.0,1.0,1.0,12500000.0,1,1,1,1.0
Casablanca,autre_secteur,True,Appartement,59.0,1.0,1.0,2.0,2700000.0,1,1,1,2.0
Casablanca,belvédère,False,Appartement,86.0,2.0,2.0,3.0,3880000.0,1,1,1,3.0
Casablanca,sidi_maarouf,False,Appartement,66.0,2.0,1.0,2.0,2680000.0,1,1,1,2.0
Casablanca,hermitage,False,Appartement,74.0,1.0,1.0,1.0,1850000.0,1,0,1,1.0
Casablanca,les_princesses,False,Appartement,74.0,3.0,3.0,3.0,2500000.0,1,0,1,3.0
Casablanca,anfa,False,Appartement,74.0,2.0,1.0,0.0,270000.0,1,1,1,0.0
Casablanca,anfa,False,Appartement,74.0,1.0,1.0,5.0,5950000.0,1,0,1,5.0
Casablanca,sidi_moumen,False,Appartement,126.0,2.0,2.0,0.0,690000.0,1,1,1,0.0
Casablanca,palmier,False,Appartement,80.0,1.0,2.0,0.0,1280000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,49.0,1.0,1.0,0.0,570000.0,1,1,1,0.0
Casablanca,les_princesses,False,Appartement,74.0,1.0,1.0,3.0,1520000.0,1,0,1,3.0
Casablanca,aïn_diab,False,Appartement,74.0,1.0,1.0,0.0,1200000.0,1,0,1,0.0
Casablanca,ben_ejdia,False,Appartement,77.0,2.0,1.0,2.0,2800000.0,1,1,1,2.0
Casablanca,bournazil,False,Appartement,172.0,2.0,1.0,1.0,1730000.0,1,1,1,1.0
Casablanca,aïn_chock,False,Appartement,60.0,2.0,1.0,2.0,2700000.0,1,1,1,2.0
Casablanca,hay_mohammadi,False,Appartement,65.0,2.0,0.0,1.0,1680000.0,1,1,1,1.0
Casablanca,almaz,False,Appartement,76.0,3.0,2.0,2.0,2896800.0,1,1,1,2.0
Casablanca,triangle_d_or,False,Appartement,267.0,3.0,2.0,1.0,13750000.0,1,1,1,1.0
Casablanca,franceville,False,Appartement,42.0,1.0,1.0,3.0,3900000.0,1,1,1,3.0
Casablanca,franceville,False,Appartement,74.0,1.0,1.0,2.0,1200000.0,1,0,1,2.0
Casablanca,anfa,False,Appartement,197.0,4.0,3.0,1.0,13940000.0,1,1,1,1.0
Casablanca,ain_sebaa,False,Appartement,82.0,2.0,2.0,2.0,2905000.0,1,1,1,2.0
Casablanca,roches_noires,False,Appartement,41.0,1.0,1.0,2.0,2650000.0,1,1,1,2.0
Casablanca,errahma,False,Appartement,112.0,4.0,2.0,1.0,1920000.0,1,1,1,1.0
Casablanca,casablanca_finance_city,False,Appartement,64.0,1.0,1.0,5.0,5800000.0,1,1,1,5.0
Casablanca,ain_sebaa,False,Appartement,84.0,2.0,2.0,3.0,3860000.0,1,1,1,3.0
Casablanca,oulfa,False,Appartement,74.0,2.0,1.0,0.0,320000.0,1,0,1,0.0
Casablanca,sidi_bernoussi,False,Appartement,69.0,2.0,1.0,1.0,1620000.0,1,1,1,1.0
Casablanca,hay_hassani,False,Appartement,270.0,3.0,2.0,2.0,21400000.0,1,1,1,2.0
Casablanca,ben_m_sick,False,Appartement,53.0,2.0,1.0,3.0,3480000.0,1,1,1,3.0
Casablanca,2_mars,False,Appartement,74.0,3.0,1.0,3.0,1300000.0,1,0,0,3.0
Casablanca,mers_sultan,False,Appartement,88.0,2.0,2.0,2.0,2950000.0,1,1,1,2.0
Casablanca,aïn_borja,False,Appartement,121.0,4.0,1.0,4.0,4780000.0,1,1,1,4.0
Casablanca,ain_sebaa,False,Appartement,67.0,2.0,1.0,4.0,4650000.0,1,1,1,4.0
Casablanca,sidi_moumen,False,Appartement,65.0,2.0,2.0,1.0,1570000.0,1,1,1,1.0
Casablanca,la_gironde,False,Appartement,90.0,3.0,2.0,2.0,211500.0,1,1,1,2.0
Casablanca,sidi_moumen,False,Appartement,74.0,3.0,1.0,4.0,4450000.0,1,0,1,4.0
Casablanca,2_mars,False,Appartement,310.0,4.0,2.0,1.0,13300000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,50.0,2.0,1.0,2.0,2380000.0,1,1,1,2.0
Casablanca,oasis,False,Appartement,226.0,3.0,2.0,1.0,12950000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,50.0,2.0,1.0,2.0,2370000.0,1,1,1,2.0
Casablanca,les_princesses,False,Appartement,143.0,3.0,1.0,1.0,11950000.0,1,1,1,1.0
Casablanca,sidi_maarouf,False,Appartement,141.0,3.0,2.0,unknown,1000000.0,0,1,1,unknown
Casablanca,ferme_bretone,False,Appartement,74.0,2.0,2.0,4.0,1950000.0,1,0,1,4.0
Casablanca,2_mars,False,Appartement,110.0,3.0,1.0,6.0,613500.0,1,1,1,6.0
Casablanca,oulfa,False,Appartement,90.0,2.0,1.0,0.0,950000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,74.0,4.0,1.0,1.0,1250000.0,1,0,1,1.0
Casablanca,2_mars,False,Appartement,167.0,3.0,3.0,1.0,11990000.0,1,1,1,1.0
Casablanca,beauséjour,False,Appartement,106.0,2.0,2.0,0.0,980000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,50.0,2.0,1.0,4.0,4330000.0,1,1,1,4.0
Casablanca,ain_sebaa,False,Appartement,72.0,2.0,1.0,4.0,4720000.0,1,1,1,4.0
Casablanca,ferme_bretone,False,Appartement,52.0,1.0,2.0,1.0,124000.0,1,1,1,1.0
Casablanca,hay_sadri,False,Appartement,99.0,2.0,1.0,0.0,590000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,74.0,3.0,2.0,0.0,700000.0,1,0,1,0.0
Casablanca,2_mars,False,Appartement,133.0,3.0,2.0,1.0,12000000.0,1,1,1,1.0
Casablanca,hay_hassani,False,Appartement,209.0,3.0,2.0,0.0,1100000.0,1,1,1,0.0
Casablanca,sidi_moumen,False,Appartement,96.0,3.0,2.0,0.0,660000.0,1,1,1,0.0
Casablanca,sidi_bernoussi,False,Appartement,98.0,3.0,2.0,1.0,1850000.0,1,1,1,1.0
Casablanca,sidi_maarouf,False,Appartement,64.0,2.0,1.0,2.0,2640000.0,1,1,1,2.0
Casablanca,ain_sebaa,False,Appartement,60.0,2.0,1.0,1.0,1500000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,74.0,2.0,1.0,3.0,3340000.0,1,0,0,3.0
Casablanca,oulfa,False,Appartement,82.0,2.0,2.0,3.0,3920000.0,1,1,1,3.0
Casablanca,roches_noires,False,Appartement,51.0,1.0,1.0,1.0,1790000.0,1,1,1,1.0
Casablanca,maarif,False,Appartement,153.0,3.0,2.0,1.0,11850000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,50.0,2.0,1.0,0.0,490000.0,1,1,1,0.0
Casablanca,salmia,False,Appartement,74.0,2.0,2.0,4.0,4400000.0,1,0,1,4.0
Casablanca,sidi_belyout,False,Appartement,56.0,1.0,1.0,3.0,3840000.0,1,1,1,3.0
Casablanca,ain_sebaa,False,Appartement,81.0,3.0,2.0,2.0,2960000.0,1,1,1,2.0
Casablanca,errahma,False,Appartement,53.0,2.0,1.0,4.0,4260000.0,1,1,1,4.0
Casablanca,ain_sebaa,False,Appartement,109.0,2.0,1.0,2.0,2900000.0,1,1,0,2.0
Casablanca,ain_sebaa,False,Appartement,109.0,3.0,1.0,2.0,2900000.0,1,1,1,2.0
Casablanca,aïn_chock,False,Appartement,74.0,3.0,1.0,4.0,4900000.0,1,0,1,4.0
Casablanca,lissasfa,False,Appartement,56.0,2.0,1.0,2.0,2360000.0,1,1,1,2.0
Casablanca,aïn_borja,False,Appartement,80.0,3.0,1.0,1.0,1800000.0,1,1,1,1.0
Casablanca,autre_secteur,True,Appartement,48.0,2.0,1.0,1.0,1420000.0,1,1,1,1.0
Casablanca,hay_mohammadi,False,Appartement,100.0,5.0,2.0,2.0,2800000.0,1,1,1,2.0
Casablanca,sidi_moumen,False,Appartement,106.0,2.0,1.0,1.0,1950000.0,1,1,1,1.0
Casablanca,2_mars,False,Appartement,74.0,3.0,2.0,3.0,2000000.0,1,0,1,3.0
Casablanca,errahma,False,Appartement,69.0,3.0,1.0,2.0,2470000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,84.0,3.0,1.0,2.0,2830000.0,1,1,1,2.0
Casablanca,sidi_bernoussi,False,Appartement,69.0,2.0,1.0,1.0,1710000.0,1,1,1,1.0
Casablanca,anfa,False,Appartement,56.0,1.0,1.0,2.0,2800000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,65.0,2.0,1.0,2.0,2400000.0,1,1,1,2.0
Casablanca,errahma,False,Appartement,74.0,2.0,1.0,3.0,3300000.0,1,0,1,3.0
Casablanca,errahma,False,Appartement,46.0,2.0,1.0,1.0,1255000.0,1,1,1,1.0
Casablanca,la_gironde,False,Appartement,88.0,3.0,1.0,5.0,5950000.0,1,1,1,5.0
Casablanca,val_fleuri,False,Appartement,335.0,2.0,2.0,unknown,3300000.0,0,1,1,unknown
Casablanca,anfa,False,Appartement,80.0,3.0,2.0,3.0,3950000.0,1,1,1,3.0
Casablanca,les_princesses,False,Appartement,86.0,1.0,1.0,0.0,1460000.0,1,1,1,0.0
Casablanca,californie,False,Appartement,75.0,2.0,2.0,0.0,1200000.0,1,1,1,0.0
Casablanca,californie,False,Appartement,45.0,1.0,1.0,0.0,855000.0,1,1,1,0.0
Casablanca,roches_noires,False,Appartement,100.0,3.0,2.0,5.0,511500.0,1,1,1,5.0
Casablanca,sbata,False,Appartement,50.0,2.0,1.0,0.0,400000.0,1,1,1,0.0
Casablanca,aïn_chock,False,Appartement,78.0,2.0,1.0,0.0,780000.0,1,1,1,0.0
Casablanca,autre_secteur,True,Appartement,73.0,2.0,2.0,0.0,680000.0,1,1,1,0.0
Casablanca,al_qods,False,Appartement,52.0,2.0,0.0,0.0,750000.0,1,1,1,0.0
Casablanca,errahma,False,Appartement,50.0,2.0,1.0,1.0,1250000.0,1,1,1,1.0
Casablanca,autre_secteur,True,Appartement,73.0,2.0,1.0,1.0,1600000.0,1,1,1,1.0
Casablanca,quartier_des_hôpitaux,False,Appartement,74.0,3.0,2.0,2.0,1990000.0,1,0,1,2.0
Casablanca,autre_secteur,True,Appartement,75.0,3.0,2.0,5.0,5500000.0,1,1,1,5.0
Casablanca,oulfa,False,Appartement,74.0,2.0,1.0,3.0,3000000.0,1,0,1,3.0
Casablanca,sidi_bernoussi,False,Appartement,74.0,2.0,1.0,3.0,3350000.0,1,0,1,3.0
Casablanca,oulfa,False,Appartement,52.0,2.0,0.0,4.0,4600000.0,1,1,1,4.0
Casablanca,oulfa,False,Appartement,64.0,3.0,1.0,1.0,1340000.0,1,1,0,1.0
Casablanca,ain_sebaa,False,Appartement,74.0,2.0,2.0,0.0,400000.0,1,0,1,0.0
Casablanca,californie,False,Appartement,144.0,2.0,2.0,0.0,1550000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,50.0,2.0,1.0,1.0,1360000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,60.0,2.0,1.0,1.0,1333000.0,1,1,1,1.0
Casablanca,palmier,False,Appartement,50.0,1.0,1.0,2.0,224000.0,1,1,1,2.0
Casablanca,sidi_moumen,False,Appartement,70.0,2.0,1.0,1.0,1610000.0,1,1,1,1.0
Casablanca,sidi_bernoussi,False,Appartement,83.0,3.0,1.0,2.0,2540000.0,1,1,1,2.0
Casablanca,palmier,False,Appartement,60.0,2.0,1.0,3.0,324000.0,1,1,1,3.0
Casablanca,hay_hassani,False,Appartement,69.0,2.0,1.0,1.0,1530000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,146.0,2.0,2.0,0.0,1100000.0,1,1,1,0.0
Casablanca,les_princesses,False,Appartement,74.0,3.0,2.0,5.0,2900000.0,1,0,1,5.0
Casablanca,salmia,False,Appartement,64.0,2.0,1.0,4.0,4420000.0,1,1,1,4.0
Casablanca,salmia,False,Appartement,64.0,2.0,1.0,4.0,4430000.0,1,1,1,4.0
Casablanca,sbata,False,Appartement,74.0,2.0,1.0,0.0,400000.0,1,0,1,0.0
Casablanca,oulfa,False,Appartement,98.0,3.0,1.0,1.0,1880000.0,1,1,1,1.0
Casablanca,hay_moulay_rachid,False,Appartement,60.0,2.0,1.0,4.0,4350000.0,1,1,1,4.0
Casablanca,val_fleuri,False,Appartement,74.0,1.0,1.0,0.0,1500000.0,1,0,1,0.0
Casablanca,sidi_bernoussi,False,Appartement,52.0,2.0,1.0,4.0,4340000.0,1,1,1,4.0
Casablanca,ain_sebaa,False,Appartement,60.0,2.0,1.0,2.0,260000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,48.0,1.0,1.0,0.0,400000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,75.0,3.0,1.0,4.0,4480000.0,1,1,1,4.0
Casablanca,aïn_chock,False,Appartement,78.0,2.0,1.0,0.0,775000.0,1,1,1,0.0
Casablanca,sidi_moumen,False,Appartement,68.0,2.0,1.0,4.0,4530000.0,1,1,1,4.0
Casablanca,sidi_moumen,False,Appartement,82.0,3.0,2.0,3.0,3500000.0,1,1,1,3.0
Casablanca,sidi_moumen,False,Appartement,50.0,2.0,1.0,4.0,4380000.0,1,1,1,4.0
Casablanca,sbata,False,Appartement,70.0,3.0,1.0,3.0,3740000.0,1,1,1,3.0
Casablanca,al_qods,False,Appartement,58.0,2.0,1.0,0.0,870000.0,1,1,1,0.0
Casablanca,ain_sebaa,False,Appartement,89.0,2.0,2.0,4.0,4850000.0,1,1,1,4.0
Casablanca,roches_noires,False,Appartement,64.0,2.0,1.0,3.0,3700000.0,1,1,1,3.0
Casablanca,maarif,False,Appartement,179.0,3.0,2.0,1.0,12800000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,75.0,2.0,1.0,2.0,2750000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,62.0,2.0,1.0,1.0,1750000.0,1,1,1,1.0
Casablanca,californie,False,Appartement,101.0,2.0,1.0,4.0,4900000.0,1,1,1,4.0
Casablanca,oulfa,False,Appartement,49.0,2.0,1.0,3.0,3650000.0,1,1,1,3.0
Casablanca,oulfa,False,Appartement,50.0,2.0,1.0,1.0,1400000.0,1,1,1,1.0
Casablanca,ain_sebaa,False,Appartement,70.0,2.0,2.0,4.0,4560000.0,1,1,1,4.0
Casablanca,hay_hassani,False,Appartement,54.0,2.0,1.0,2.0,2470000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,50.0,2.0,1.0,2.0,2360000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,51.0,2.0,1.0,0.0,260000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,56.0,2.0,1.0,2.0,2420000.0,1,1,1,2.0
Casablanca,sidi_belyout,False,Appartement,74.0,3.0,2.0,0.0,1480000.0,1,0,1,0.0
Casablanca,oulfa,False,Appartement,64.0,2.0,1.0,2.0,2600000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,90.0,3.0,1.0,1.0,1980000.0,1,1,1,1.0
Casablanca,belvédère,False,Appartement,95.0,2.0,2.0,0.0,1080000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,61.0,2.0,1.0,1.0,1600000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,50.0,2.0,1.0,1.0,1390000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,49.0,2.0,1.0,0.0,270000.0,1,1,1,0.0
Casablanca,beauséjour,False,Appartement,120.0,2.0,2.0,0.0,1350000.0,1,1,1,0.0
Casablanca,belvédère,False,Appartement,160.0,1.0,1.0,1.0,11485000.0,1,1,1,1.0
Casablanca,autre_secteur,True,Appartement,74.0,2.0,1.0,2.0,2290000.0,1,0,1,2.0
Casablanca,palmier,False,Appartement,219.0,3.0,2.0,1.0,12965000.0,1,1,1,1.0
Casablanca,errahma,False,Appartement,87.0,3.0,2.0,3.0,3800000.0,1,1,1,3.0
Casablanca,roches_noires,False,Appartement,157.0,2.0,0.0,0.0,1100000.0,1,1,1,0.0
Casablanca,sidi_moumen,False,Appartement,54.0,2.0,1.0,4.0,4340000.0,1,1,1,4.0
Casablanca,hay_sadri,False,Appartement,60.0,2.0,2.0,3.0,3510000.0,1,1,1,3.0
Casablanca,casablanca,False,Appartement,58.0,2.0,1.0,1.0,1250000.0,1,1,1,1.0
Casablanca,hay_mohammadi,False,Appartement,96.0,3.0,2.0,1.0,1800000.0,1,1,1,1.0
Casablanca,oulfa,False,Appartement,50.0,2.0,1.0,2.0,2340000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,56.0,2.0,1.0,3.0,3340000.0,1,1,1,3.0
Casablanca,roches_noires,False,Appartement,74.0,2.0,1.0,0.0,1200000.0,1,0,1,0.0
Casablanca,oulfa,False,Appartement,60.0,2.0,1.0,2.0,2450000.0,1,1,1,2.0
Casablanca,sidi_moumen,False,Appartement,61.0,2.0,1.0,4.0,4320000.0,1,1,1,4.0
Casablanca,errahma,False,Appartement,58.0,3.0,1.0,0.0,350000.0,1,1,1,0.0
Casablanca,oulfa,False,Appartement,60.0,2.0,1.0,1.0,1390000.0,1,1,1,1.0
Casablanca,autre_secteur,True,Appartement,66.0,2.0,2.0,4.0,4600000.0,1,1,1,4.0
Casablanca,almaz,False,Appartement,74.0,2.0,0.0,3.0,3700000.0,1,0,1,3.0
Casablanca,bourgogne,False,Appartement,87.0,2.0,1.0,3.0,3840000.0,1,1,1,3.0
Casablanca,sidi_maarouf,False,Appartement,76.0,2.0,1.0,2.0,2800000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,55.0,2.0,1.0,3.0,3430000.0,1,1,1,3.0
Casablanca,hay_mohammadi,False,Appartement,60.0,2.0,1.0,5.0,5440000.0,1,1,1,5.0
Casablanca,sidi_belyout,False,Appartement,74.0,3.0,1.0,0.0,4800000.0,1,0,0,0.0
Casablanca,roches_noires,False,Appartement,66.0,1.0,0.0,3.0,3680000.0,1,1,1,3.0
Casablanca,palmier,False,Appartement,219.0,2.0,2.0,1.0,12200000.0,1,1,1,1.0
Casablanca,casablanca,False,Appartement,51.0,2.0,1.0,2.0,2330000.0,1,1,1,2.0
Casablanca,sidi_bernoussi,False,Appartement,58.0,2.0,1.0,2.0,240000.0,1,1,1,2.0
Casablanca,belvédère,False,Appartement,70.0,3.0,1.0,2.0,2640000.0,1,1,1,2.0
Casablanca,sidi_bernoussi,False,Appartement,69.0,3.0,1.0,4.0,4360000.0,1,1,1,4.0
Casablanca,autre_secteur,True,Appartement,91.0,2.0,1.0,2.0,2960000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,56.0,2.0,2.0,2.0,2400000.0,1,1,1,2.0
Casablanca,oulfa,False,Appartement,60.0,2.0,1.0,0.0,260000.0,1,1,1,0.0
Casablanca,casablanca_finance_city,False,Appartement,74.0,2.0,1.0,3.0,322000.0,1,0,0,3.0
Casablanca,bourgogne,False,Appartement,135.0,4.0,2.0,1.0,11936000.0,1,1,1,1.0
Casablanca,autre_secteur,True,Appartement,80.0,2.0,2.0,0.0,1650000.0,1,1,1,0.0
Casablanca,sidi_moumen,False,Appartement,84.0,2.0,1.0,1.0,1420000.0,1,1,1,1.0
